"act_heat_index","act_heat_index_smart","animal_activity","heat_index","low_pass_over_activity","percentile60_of_5day_temp","stomach_temp","temp_dec_index","temp_height_index","temp_inc_index","temp_without_drink_cycles","time","CowID"
"","","0.0","","0.0","","","","","","","2019-01-05 08:57:00","11196"
"","","6.06","","3.699","","","","","","","2019-01-05 09:07:00","11196"
"","","2.169","","4.231","","","","","","","2019-01-05 09:17:00","11196"
"","","1.209","","4.498","","","","","","39.3","2019-01-05 09:27:00","11196"
"","","1.049","","4.189","","","","","","39.81","2019-01-05 09:37:00","11196"
"","","2.929","","3.982","","","","","","39.82","2019-01-05 09:47:00","11196"
"","","1.269","","4.499","","","","","","39.82","2019-01-05 09:57:00","11196"
"","","1.119","","3.782","","","","","","39.74","2019-01-05 10:07:00","11196"
"","","0.679","","3.355","","","","","","39.65","2019-01-05 10:17:00","11196"
"","","0.83","","2.81","","","","","","39.6","2019-01-05 10:27:00","11196"
"","","1.7","","2.656","","","","","","39.61","2019-01-05 10:37:00","11196"
"","","2.87","","2.855","","","","","","39.69","2019-01-05 10:47:00","11196"
"","","2.04","","3.169","","","","","","39.78","2019-01-05 10:57:00","11196"
"","","1.33","","3.483","","","","","","39.88","2019-01-05 11:07:00","11196"
"","","1.2","","3.569","","","","","","39.88","2019-01-05 11:17:00","11196"
"","","2.82","","3.772","","","","","","39.95","2019-01-05 11:27:00","11196"
"","","2.49","","4.448","","","","","","40.06","2019-01-05 11:37:00","11196"
"","","2.029","","4.77","","","","","","40.06","2019-01-05 11:47:00","11196"
"","","2.52","","4.953","","","","","","40.16","2019-01-05 11:57:00","11196"
"","","1.91","","4.948","","","","","","40.3","2019-01-05 12:07:00","11196"
"","","1.86","","5.184","","","","","","40.34","2019-01-05 12:17:00","11196"
"","","1.71","","5.4","","","","","","40.34","2019-01-05 12:27:00","11196"
"","","5.52","","5.144","","","","","","40.32","2019-01-05 12:37:00","11196"
"","","4.46","","5.945","","","","","","40.24","2019-01-05 12:47:00","11196"
"","","4.17","","6.747","","","","","","40.16","2019-01-05 12:57:00","11196"
"","","3.08","","7.619","","","","","","40.16","2019-01-05 13:07:00","11196"
"","","6.02","","8.538","","","","","","40.2","2019-01-05 13:17:00","11196"
"","","5.67","","10.089","","","","","","40.26","2019-01-05 13:27:00","11196"
"","","5.16","","11.64","","","","","","40.26","2019-01-05 13:37:00","11196"
"","","3.29","","11.925","","","","","","40.18","2019-01-05 13:47:00","11196"
"","","3.33","","11.465","","","","","","40.13","2019-01-05 13:57:00","11196"
"","","3.78","","11.123","","","","","","40.13","2019-01-05 14:07:00","11196"
"","","2.28","","10.781","","","","","","40.17","2019-01-05 14:17:00","11196"
"","","3.849","","10.012","","","","","","40.19","2019-01-05 14:27:00","11196"
"","","4.13","","9.271","","","","","","40.19","2019-01-05 14:37:00","11196"
"","","1.9","","8.737","","","","","","40.16","2019-01-05 14:47:00","11196"
"","","4.26","","9.063","","","","","","40.15","2019-01-05 14:57:00","11196"
"","","3.349","","9.07","","","","","","40.09","2019-01-05 15:07:00","11196"
"","","8.17","","9.449","","","","","","40.09","2019-01-05 15:17:00","11196"
"","","10.31","","11.236","","","","","","40.1","2019-01-05 15:27:00","11196"
"","","8.16","","12.994","","","","","","40.1","2019-01-05 15:37:00","11196"
"","","9.71","","15.38","","","","","","40.02","2019-01-05 15:47:00","11196"
"","","11.17","","17.651","","","","","","39.93","2019-01-05 15:57:00","11196"
"","","12.84","","20.834","","","","","","39.85","2019-01-05 16:07:00","11196"
"","","11.32","","23.707","","","","","","39.77","2019-01-05 16:17:00","11196"
"","","12.62","","25.518","","","","","","39.68","2019-01-05 16:27:00","11196"
"","","9.64","","26.8","","","","","","39.6","2019-01-05 16:37:00","11196"
"","","10.58","","27.155","","","","","","39.52","2019-01-05 16:47:00","11196"
"","","7.14","","27.126","","","","","","39.43","2019-01-05 16:57:00","11196"
"","","5.43","","25.486","","","","","","39.35","2019-01-05 17:07:00","11196"
